input_mode,input_shape,postprocessing,smoothing_window_epochs,smoothing_centered,offline_retrospective,offline_retrospective_smoothing,fold_source,n_folds,n_epochs,n_records,best_epoch_mean,best_epoch_std,accuracy_mean,accuracy_std,precision_mean,precision_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,tn_sum,fp_sum,fn_sum,tp_sum
cnn_150s_context,4x1200,rolling_mean_centered,31,True,True,True,saved improved baseline folds,5,16067,25,2.2,1.16619037896906,0.6250245668067509,0.10009441153466257,0.31382604724996244,0.07230794261716444,0.5065055929223587,0.12445321246217059,0.6613142590276662,0.14805444977458979,0.37244320638005596,0.05406254635707845,0.5997643088756286,0.0639499371594606,0.29533276307072365,0.07183917490801857,8335,4245,1740,1747
cnn_150s_context,4x1200,rolling_mean_centered,15,True,True,True,saved improved baseline folds,5,16067,25,2.2,1.16619037896906,0.6198659302493897,0.09328360147804798,0.3080566038181253,0.06686049455683793,0.5119121109946841,0.12255138547310801,0.6532597098963402,0.14106135735271758,0.37071835367715505,0.049727724050004245,0.597246740358151,0.06103353645578811,0.29335162850246943,0.06581333389733407,8232,4348,1721,1766
cnn_150s_context,4x1200,rolling_mean_causal,31,False,True,False,saved improved baseline folds,5,16067,25,2.2,1.16619037896906,0.629783235529249,0.09627398260050014,0.31782904212360463,0.08336868702459445,0.5066528297182467,0.12441714019272618,0.6668620403194397,0.143916910297484,0.37558786000535055,0.06326460851837035,0.5969670245979566,0.06320258666571361,0.29322506571979606,0.07799599991346945,8392,4188,1737,1750
cnn_150s_context,4x1200,rolling_mean_causal,15,False,True,False,saved improved baseline folds,5,16067,25,2.2,1.16619037896906,0.6179680199057884,0.0903051483066258,0.3028215499649117,0.07271484142285642,0.5016243589864063,0.12339651958650169,0.653388959814716,0.13821787189079857,0.36418106924986876,0.05768401271866489,0.5937522953538663,0.06079575963491221,0.28770563915254266,0.06665223120262227,8223,4357,1757,1730
cnn_150s_context,4x1200,raw,0,False,True,False,saved improved baseline folds,5,16067,25,2.2,1.16619037896906,0.6178215230184128,0.08559084727642893,0.3062506513615438,0.07177018719573447,0.5201918627257053,0.12114536407309022,0.6484981342533945,0.13238505734070988,0.3725995384574893,0.05403373472667073,0.5925573665267837,0.057021449821491994,0.2863736796358184,0.06093209310448052,8149,4431,1693,1794
