regime,experiment,model,config_name,selection_rule,threshold,accuracy,precision,sensitivity,specificity,f1,tn,fp,fn,tp,youden_index,details
sleep_only,advanced_respiratory,XGBoost,config_1,sensitivity_ge_0.70_max_specificity,0.35,0.48279081346860026,0.26111936602278357,0.7559506739317465,0.4070747217806041,0.38816080106022677,5121,7459,851,2636,0.16302539571235064,
sleep_only,advanced_respiratory,XGBoost,config_2,max_f1,0.4,0.5477687184913176,0.27683949450809026,0.6722110696874104,0.5132750397456279,0.3921699849422787,6457,6123,1143,2344,0.18548610943303823,
sleep_only,advanced_respiratory,XGBoost,config_2,max_youden,0.4,0.5477687184913176,0.27683949450809026,0.6722110696874104,0.5132750397456279,0.3921699849422787,6457,6123,1143,2344,0.18548610943303823,
sleep_only,advanced_respiratory,XGBoost,config_2,sensitivity_ge_0.70_max_specificity,0.35,0.48366216468538,0.26181277860326896,0.7579581301978778,0.40763116057233706,0.38919157708732144,5128,7452,844,2643,0.16558929077021478,
sleep_only,advanced_respiratory,XGBoost,config_3,max_f1,0.45,0.5765233086450489,0.2862482278644155,0.6369371952968167,0.5597774244833068,0.39498488351413835,7042,5538,1266,2221,0.1967146197801235,
sleep_only,advanced_respiratory,XGBoost,config_3,max_youden,0.45,0.5765233086450489,0.2862482278644155,0.6369371952968167,0.5597774244833068,0.39498488351413835,7042,5538,1266,2221,0.1967146197801235,
sleep_only,advanced_respiratory,XGBoost,config_3,sensitivity_ge_0.70_max_specificity,0.4,0.49442957614987243,0.2645266151970744,0.7467737310008603,0.424483306836248,0.39066836696421875,5340,7240,883,2604,0.17125703783710833,
sleep_only,advanced_respiratory,XGBoost,config_4,max_f1,0.45,0.5760253936640318,0.2853453841187863,0.6337826211643246,0.5600158982511924,0.39351851851851855,7045,5535,1277,2210,0.19379851941551696,
sleep_only,advanced_respiratory,XGBoost,config_4,max_youden,0.45,0.5760253936640318,0.2853453841187863,0.6337826211643246,0.5600158982511924,0.39351851851851855,7045,5535,1277,2210,0.19379851941551696,
sleep_only,advanced_respiratory,XGBoost,config_4,sensitivity_ge_0.70_max_specificity,0.4,0.4948652517582623,0.26404322560913446,0.7427588184685977,0.42615262321144676,0.38959085439229846,5361,7219,897,2590,0.16891144168004457,
sleep_only,advanced_respiratory,XGBoost,config_5,max_f1,0.35,0.5361299558100454,0.27233065442020665,0.6802408947519357,0.4961844197138315,0.3889481019922932,6242,6338,1115,2372,0.17642531446576726,
