regime,experiment,model,config_name,fold,n_features,n_train,n_valid,n_train_records,n_valid_records,accuracy,precision,sensitivity,specificity,f1,roc_auc,average_precision,tn,fp,fn,tp
all_epochs,advanced_respiratory_spo2,XGBoost,config_1,1,236,16845,3948,20,5,0.668693009118541,0.5091299677765844,0.706408345752608,0.649270913277053,0.5917602996254682,0.7399280921134651,0.5838523411229053,1692,914,394,948
all_epochs,advanced_respiratory_spo2,XGBoost,config_1,2,236,16667,4126,20,5,0.7123121667474551,0.21837837837837837,0.3033033033033033,0.7910404624277456,0.25392834695160277,0.5824079136940409,0.20599593491854834,2737,723,464,202
all_epochs,advanced_respiratory_spo2,XGBoost,config_1,3,236,16668,4125,20,5,0.8072727272727273,0.23039215686274508,0.1634782608695652,0.9115492957746479,0.19125127161749747,0.5857905695039805,0.18089302302536414,3236,314,481,94
all_epochs,advanced_respiratory_spo2,XGBoost,config_1,4,236,16494,4299,20,5,0.5847871598046057,0.3072866730584851,0.6534148827726809,0.5644966847498493,0.41799804369090315,0.6148595465747945,0.29171743414919876,1873,1445,340,641
all_epochs,advanced_respiratory_spo2,XGBoost,config_1,5,236,16498,4295,20,5,0.7855646100116415,0.19813084112149532,0.17725752508361203,0.8839599675412496,0.18711385701676964,0.5545563473231029,0.18739140427416928,3268,429,492,106
all_epochs,advanced_full,XGBoost,config_1,1,260,16845,3948,20,5,0.7016210739614995,0.5521628498727735,0.646795827123696,0.7298541826554106,0.5957446808510638,0.7430980095229054,0.5873084025788685,1902,704,474,868
all_epochs,advanced_full,XGBoost,config_1,2,260,16667,4126,20,5,0.7680562287930198,0.1830065359477124,0.12612612612612611,0.8916184971098265,0.14933333333333335,0.5109121404641634,0.17431229658676387,3085,375,582,84
all_epochs,advanced_full,XGBoost,config_1,3,260,16668,4125,20,5,0.7903030303030303,0.2123015873015873,0.18608695652173912,0.888169014084507,0.19833178869323448,0.5713165952235151,0.17259842951048637,3153,397,468,107
all_epochs,advanced_full,XGBoost,config_1,4,260,16494,4299,20,5,0.5836240986275878,0.29905613512170887,0.6136595310907238,0.5747438215792646,0.4021376085504342,0.6081722099025548,0.2913200847331948,1907,1411,379,602
all_epochs,advanced_full,XGBoost,config_1,5,260,16498,4295,20,5,0.7576251455180443,0.19448275862068964,0.23578595317725753,0.842034081687855,0.21315192743764172,0.5442071805486325,0.18889364419639898,3113,584,457,141
all_epochs,advanced_late_fusion,XGBoost,config_1,1,260,16845,3948,20,5,0.6950354609929078,0.5418689320388349,0.665424739195231,0.7102839600920952,0.5973244147157191,0.7502533417666214,0.5751325543517258,1851,755,449,893
all_epochs,advanced_late_fusion,XGBoost,config_1,2,260,16667,4126,20,5,0.7816286960736791,0.2912966252220249,0.24624624624624625,0.8846820809248555,0.26688364524003255,0.6307558280824177,0.2679955862529554,3061,399,502,164
all_epochs,advanced_late_fusion,XGBoost,config_1,3,260,16668,4125,20,5,0.8303030303030303,0.2384937238493724,0.09913043478260869,0.9487323943661972,0.14004914004914004,0.5841308022045315,0.18497903694626944,3368,182,518,57
all_epochs,advanced_late_fusion,XGBoost,config_1,4,260,16494,4299,20,5,0.6485229123051872,0.3117897727272727,0.4475025484199796,0.7079566003616636,0.3675177898702386,0.6002151179830891,0.29975595844536695,2349,969,542,439
all_epochs,advanced_late_fusion,XGBoost,config_1,5,260,16498,4295,20,5,0.739697322467986,0.18899521531100477,0.26421404682274247,0.8166080605896673,0.2203626220362622,0.5255841082392576,0.1911622273920804,3019,678,440,158
all_epochs,advanced_spo2,XGBoost,config_2,1,84,16845,3948,20,5,0.6545086119554204,0.4948453608247423,0.7868852459016393,0.5863392171910975,0.6075949367088608,0.7434863143977043,0.5790187048135446,1528,1078,286,1056
all_epochs,advanced_spo2,XGBoost,config_2,2,84,16667,4126,20,5,0.6769268056228793,0.22596548890714874,0.41291291291291293,0.7277456647398844,0.2920870950610728,0.6225661354996616,0.21432533159878778,2518,942,391,275
all_epochs,advanced_spo2,XGBoost,config_2,3,84,16668,4125,20,5,0.8147878787878788,0.10460251046025104,0.043478260869565216,0.9397183098591549,0.06142506142506143,0.5081413349663197,0.1364458847661986,3336,214,550,25
all_epochs,advanced_spo2,XGBoost,config_2,4,84,16494,4299,20,5,0.5552454059083508,0.2786495482643842,0.5973496432212029,0.5427968655816757,0.38002594033722437,0.5951806444199894,0.282666886781357,1801,1517,395,586
all_epochs,advanced_spo2,XGBoost,config_2,5,84,16498,4295,20,5,0.7715948777648428,0.1984251968503937,0.21070234113712374,0.862320800649175,0.20437956204379562,0.6099933689342258,0.181743369151096,3188,509,472,126
all_epochs,advanced_respiratory,XGBoost,config_2,1,152,16845,3948,20,5,0.6646403242147924,0.505569306930693,0.6087928464977646,0.6933998465080583,0.5524002704530088,0.7088820022120225,0.5645130370116678,1807,799,525,817
all_epochs,advanced_respiratory,XGBoost,config_2,2,152,16667,4126,20,5,0.7365487154629181,0.2276843467011643,0.26426426426426425,0.827456647398844,0.24461431549687282,0.5740303164436112,0.20547215395843627,2863,597,490,176
all_epochs,advanced_respiratory,XGBoost,config_2,3,152,16668,4125,20,5,0.7306666666666667,0.18981481481481483,0.2852173913043478,0.8028169014084507,0.22793606671299513,0.5942677281077771,0.1764315261740949,2850,700,411,164
all_epochs,advanced_respiratory,XGBoost,config_2,4,152,16494,4299,20,5,0.59804605722261,0.2839791787160208,0.5005096839959225,0.6268836648583485,0.36236162361623614,0.5891043755403296,0.2936436707066734,2080,1238,490,491
all_epochs,advanced_respiratory,XGBoost,config_2,5,152,16498,4295,20,5,0.6884749708963912,0.1624087591240876,0.2976588628762542,0.7516905599134434,0.2101534828807556,0.5196803790110938,0.17759421000349296,2779,918,420,178
all_epochs,advanced_respiratory_spo2,XGBoost,config_2,1,236,16845,3948,20,5,0.6752786220871327,0.5159914712153518,0.7213114754098361,0.6515732924021489,0.6016159105034182,0.7464403480218182,0.5844843742444843,1698,908,374,968
all_epochs,advanced_respiratory_spo2,XGBoost,config_2,2,236,16667,4126,20,5,0.7149781871061561,0.2185430463576159,0.2972972972972973,0.7953757225433526,0.25190839694656486,0.5885211078130154,0.20959459960199678,2752,708,468,198
all_epochs,advanced_respiratory_spo2,XGBoost,config_2,3,236,16668,4125,20,5,0.7985454545454546,0.17676767676767677,0.12173913043478261,0.908169014084507,0.14418125643666324,0.5777224739742804,0.16890847008929843,3224,326,505,70
all_epochs,advanced_respiratory_spo2,XGBoost,config_2,4,236,16494,4299,20,5,0.5854849965108164,0.30300049188391537,0.6279306829765545,0.5729355033152501,0.40875912408759124,0.6166904457753372,0.29765393772323034,1901,1417,365,616
all_epochs,advanced_respiratory_spo2,XGBoost,config_2,5,236,16498,4295,20,5,0.7874272409778813,0.2045028142589118,0.18227424749163879,0.8853124154720043,0.1927497789566755,0.5579519415091148,0.18570601394662017,3273,424,489,109
all_epochs,advanced_full,XGBoost,config_2,1,260,16845,3948,20,5,0.7079533941236069,0.5585864848109113,0.6713859910581222,0.7267843438219493,0.609813874788494,0.7541792813328865,0.5989806829920161,1894,712,441,901
all_epochs,advanced_full,XGBoost,config_2,2,260,16667,4126,20,5,0.7527872031022782,0.18050541516245489,0.15015015015015015,0.86878612716763,0.16393442622950818,0.503732272735163,0.17931708715388361,3006,454,566,100
all_epochs,advanced_full,XGBoost,config_2,3,260,16668,4125,20,5,0.7924848484848485,0.22504892367906065,0.2,0.8884507042253521,0.21178637200736647,0.5810562155541947,0.18790046609909758,3154,396,460,115
all_epochs,advanced_full,XGBoost,config_2,4,260,16494,4299,20,5,0.5861828332170272,0.2970498474059003,0.5953109072375128,0.5834840265220012,0.3963352561927384,0.6101525733972604,0.29604333048674847,1936,1382,397,584
all_epochs,advanced_full,XGBoost,config_2,5,260,16498,4295,20,5,0.7487776484284051,0.1896774193548387,0.24581939799331104,0.8301325398972139,0.21412964311726146,0.5552081458074567,0.19015728775967827,3069,628,451,147
all_epochs,advanced_late_fusion,XGBoost,config_2,1,260,16845,3948,20,5,0.7026342451874367,0.5503597122302158,0.684053651266766,0.7122026093630084,0.6099667774086379,0.759251549502295,0.5980103183878752,1856,750,424,918
all_epochs,advanced_late_fusion,XGBoost,config_2,2,260,16667,4126,20,5,0.7792050412021329,0.29549248747913187,0.26576576576576577,0.8780346820809248,0.2798418972332016,0.6403997205297783,0.27406652921986135,3038,422,489,177
all_epochs,advanced_late_fusion,XGBoost,config_2,3,260,16668,4125,20,5,0.8341818181818181,0.2233502538071066,0.07652173913043478,0.9569014084507043,0.11398963730569948,0.5759784445805266,0.1738329322164182,3397,153,531,44
all_epochs,advanced_late_fusion,XGBoost,config_2,4,260,16494,4299,20,5,0.646429402186555,0.3127171646977067,0.45871559633027525,0.7019288728149488,0.371900826446281,0.6026332751451785,0.30281140545968144,2329,989,531,450
all_epochs,advanced_late_fusion,XGBoost,config_2,5,260,16498,4295,20,5,0.7541327124563446,0.20182291666666666,0.2591973244147157,0.834189883689478,0.22693997071742314,0.5311078855403867,0.19190527385895376,3084,613,443,155
all_epochs,advanced_spo2,XGBoost,config_3,1,84,16845,3948,20,5,0.6375379939209727,0.48123154787009703,0.8502235469448585,0.5280122793553338,0.6145973606248317,0.7695360528780884,0.6218832870751245,1376,1230,201,1141
all_epochs,advanced_spo2,XGBoost,config_3,2,84,16667,4126,20,5,0.6563257392147358,0.2129770992366412,0.4189189189189189,0.7020231213872833,0.2823886639676113,0.6051788783002656,0.20240993989616168,2429,1031,387,279
all_epochs,advanced_spo2,XGBoost,config_3,3,84,16668,4125,20,5,0.8128484848484848,0.13382899628252787,0.06260869565217392,0.9343661971830985,0.08530805687203792,0.5439267605633802,0.149253014756617,3317,233,539,36
all_epochs,advanced_spo2,XGBoost,config_3,4,84,16494,4299,20,5,0.562921609676669,0.28033268101761255,0.5840978593272171,0.55666063893912,0.3788429752066116,0.5991212482618824,0.29275905328693397,1847,1471,408,573
all_epochs,advanced_spo2,XGBoost,config_3,5,84,16498,4295,20,5,0.7729918509895227,0.1884297520661157,0.19063545150501673,0.8671896131998919,0.18952618453865336,0.6062969794726448,0.18371067223886534,3206,491,484,114
all_epochs,advanced_respiratory,XGBoost,config_3,1,152,16845,3948,20,5,0.6522289766970618,0.4918805657412258,0.6997019374068555,0.6277820414428242,0.5776684097200862,0.722917593584906,0.5794306557237163,1636,970,403,939
all_epochs,advanced_respiratory,XGBoost,config_3,2,152,16667,4126,20,5,0.7350945225399903,0.227330779054917,0.2672672672672673,0.8251445086705202,0.24568668046928915,0.5812025898731101,0.2056342029129657,2855,605,488,178
all_epochs,advanced_respiratory,XGBoost,config_3,3,152,16668,4125,20,5,0.7233939393939394,0.2070393374741201,0.34782608695652173,0.7842253521126761,0.25957170668397145,0.6125187997550521,0.2052445705849243,2784,766,375,200
all_epochs,advanced_respiratory,XGBoost,config_3,4,152,16494,4299,20,5,0.5987438939288207,0.2910112359550562,0.528032619775739,0.6196503918022905,0.37522636725823977,0.5908437221002545,0.2856901978235895,2056,1262,463,518
all_epochs,advanced_respiratory,XGBoost,config_3,5,152,16498,4295,20,5,0.6605355064027939,0.15818759936406995,0.33277591973244147,0.7135515282661617,0.21443965517241378,0.5190952982758323,0.1811608542353651,2638,1059,399,199
all_epochs,advanced_respiratory_spo2,XGBoost,config_3,1,236,16845,3948,20,5,0.650709219858156,0.49159472966833256,0.8062593144560357,0.5706062931696086,0.6107818233135761,0.7614581391332395,0.6092277711806443,1487,1119,260,1082
all_epochs,advanced_respiratory_spo2,XGBoost,config_3,2,236,16667,4126,20,5,0.7106156083373728,0.21490280777537796,0.2987987987987988,0.7898843930635838,0.25,0.5859433855821139,0.202456021050897,2733,727,467,199
all_epochs,advanced_respiratory_spo2,XGBoost,config_3,3,236,16668,4125,20,5,0.8031515151515152,0.21445783132530122,0.15478260869565216,0.908169014084507,0.1797979797979798,0.6067669320269443,0.1874025951486255,3224,326,486,89
all_epochs,advanced_respiratory_spo2,XGBoost,config_3,4,236,16494,4299,20,5,0.5726913235636194,0.2994376757263355,0.6513761467889908,0.5494273658830621,0.4102728731942215,0.6100731560898789,0.28922841812159966,1823,1495,342,639
all_epochs,advanced_respiratory_spo2,XGBoost,config_3,5,236,16498,4295,20,5,0.7855646100116415,0.20689655172413793,0.19063545150501673,0.8817960508520422,0.19843342036553524,0.5406286214168046,0.19393346673460005,3260,437,484,114
all_epochs,advanced_full,XGBoost,config_3,1,260,16845,3948,20,5,0.6674265450861195,0.5077664702731655,0.706408345752608,0.6473522640061397,0.5908382673730134,0.735969841464098,0.5912353389802905,1687,919,394,948
all_epochs,advanced_full,XGBoost,config_3,2,260,16667,4126,20,5,0.7317014057198254,0.17333333333333334,0.17567567567567569,0.838728323699422,0.174496644295302,0.5089321980940478,0.1759994907467262,2902,558,549,117
all_epochs,advanced_full,XGBoost,config_3,3,260,16668,4125,20,5,0.800969696969697,0.2625482625482625,0.23652173913043478,0.8923943661971832,0.24885635864592864,0.5924605021432946,0.20532838838173115,3168,382,439,136
all_epochs,advanced_full,XGBoost,config_3,4,260,16494,4299,20,5,0.5659455687369156,0.2911750825861255,0.6289500509683996,0.5473176612417119,0.39806451612903226,0.6064476100766892,0.28604491264962795,1816,1502,364,617
all_epochs,advanced_full,XGBoost,config_3,5,260,16498,4295,20,5,0.7587892898719442,0.20485175202156333,0.25418060200668896,0.8404111441709494,0.22686567164179106,0.5492062623314755,0.2038626767561062,3107,590,446,152
all_epochs,advanced_late_fusion,XGBoost,config_3,1,260,16845,3948,20,5,0.6793313069908815,0.518905472636816,0.7771982116244411,0.6289332310053722,0.6223150357995226,0.7756319819103685,0.6294566791376435,1639,967,299,1043
all_epochs,advanced_late_fusion,XGBoost,config_3,2,260,16667,4126,20,5,0.7370334464372273,0.2514827995255042,0.3183183183183183,0.8176300578034682,0.28098078197481774,0.6138122949539135,0.23905927272746197,2829,631,454,212
all_epochs,advanced_late_fusion,XGBoost,config_3,3,260,16668,4125,20,5,0.8334545454545454,0.29259259259259257,0.1373913043478261,0.9461971830985916,0.18698224852071005,0.590158971218616,0.1982756465598054,3359,191,496,79
all_epochs,advanced_late_fusion,XGBoost,config_3,4,260,16494,4299,20,5,0.6189811584089323,0.29957291031116534,0.5005096839959225,0.6540084388185654,0.3748091603053435,0.6060099700211186,0.3001028866833476,2170,1148,490,491
all_epochs,advanced_late_fusion,XGBoost,config_3,5,260,16498,4295,20,5,0.7275902211874272,0.18292682926829268,0.27591973244147155,0.8006491750067622,0.22,0.5236929427548144,0.19914605321009654,2960,737,433,165
all_epochs,advanced_spo2,XGBoost,config_4,1,84,16845,3948,20,5,0.6410840932117527,0.48427672955974843,0.860655737704918,0.5280122793553338,0.6198014488865039,0.7740972054630322,0.6324765138184405,1376,1230,187,1155
all_epochs,advanced_spo2,XGBoost,config_4,2,84,16667,4126,20,5,0.6495395055744062,0.2085201793721973,0.4189189189189189,0.6939306358381503,0.27844311377245506,0.6052042649586002,0.20186285917083865,2401,1059,387,279
all_epochs,advanced_spo2,XGBoost,config_4,3,84,16668,4125,20,5,0.8126060606060606,0.1386861313868613,0.06608695652173913,0.9335211267605634,0.0895170789163722,0.5499676668707899,0.15256407053489734,3314,236,537,38
all_epochs,advanced_spo2,XGBoost,config_4,4,84,16494,4299,20,5,0.5643172830890905,0.28180039138943247,0.5871559633027523,0.5575647980711271,0.3808264462809917,0.5985164785536403,0.28966629336176464,1850,1468,405,576
all_epochs,advanced_spo2,XGBoost,config_4,5,84,16498,4295,20,5,0.7755529685681024,0.18877551020408162,0.18561872909698995,0.8709764674060049,0.18718381112984822,0.6116018320920062,0.18505134948319607,3220,477,487,111
all_epochs,advanced_respiratory,XGBoost,config_4,1,152,16845,3948,20,5,0.6469098277608916,0.4866939611054248,0.7086438152011922,0.6151189562547966,0.5770631067961165,0.724948902738493,0.5799462500507492,1603,1003,391,951
all_epochs,advanced_respiratory,XGBoost,config_4,2,152,16667,4126,20,5,0.7355792535142995,0.22076215505913271,0.25225225225225223,0.8286127167630057,0.23545900490539592,0.5767694717839227,0.2043915936822552,2867,593,498,168
all_epochs,advanced_respiratory,XGBoost,config_4,3,152,16668,4125,20,5,0.7202424242424242,0.20246659815005139,0.3426086956521739,0.7814084507042254,0.25452196382428943,0.6097288426209431,0.19856342337417499,2774,776,378,197
all_epochs,advanced_respiratory,XGBoost,config_4,4,152,16494,4299,20,5,0.5922307513375203,0.28721058434399116,0.5310907237512742,0.6103074141048824,0.3728085867620751,0.5911467982075345,0.2859845472238695,2025,1293,460,521
all_epochs,advanced_respiratory,XGBoost,config_4,5,152,16498,4295,20,5,0.6621653084982538,0.16123907863383638,0.3394648829431438,0.7143629970246146,0.21863220247711362,0.5147719881346442,0.17833415717238082,2641,1056,395,203
all_epochs,advanced_respiratory_spo2,XGBoost,config_4,1,236,16845,3948,20,5,0.6659067882472138,0.5053813757604118,0.8047690014903129,0.5943975441289332,0.6208680655360735,0.7581641242895849,0.5986665697963363,1549,1057,262,1080
all_epochs,advanced_respiratory_spo2,XGBoost,config_4,2,236,16667,4126,20,5,0.7067377605428987,0.2148846960167715,0.3078078078078078,0.7835260115606937,0.25308641975308643,0.5839890468503185,0.20017070372196544,2711,749,461,205
all_epochs,advanced_respiratory_spo2,XGBoost,config_4,3,236,16668,4125,20,5,0.8058181818181818,0.22572815533980584,0.1617391304347826,0.9101408450704226,0.1884498480243161,0.6112345376607471,0.19399188761650343,3231,319,482,93
all_epochs,advanced_respiratory_spo2,XGBoost,config_4,4,236,16494,4299,20,5,0.5745522214468481,0.30223880597014924,0.6605504587155964,0.5491259795057264,0.41472,0.6145490971004849,0.29383547130103455,1822,1496,333,648
all_epochs,advanced_respiratory_spo2,XGBoost,config_4,5,236,16498,4295,20,5,0.7930151338766007,0.218568665377176,0.18896321070234115,0.890722207195023,0.20269058295964126,0.5393664120687207,0.19244511664246178,3293,404,485,113
all_epochs,advanced_full,XGBoost,config_4,1,260,16845,3948,20,5,0.6616008105369807,0.5015400410677618,0.7280178837555886,0.6273983115886416,0.5939209726443769,0.7424756637497097,0.5930663749216053,1635,971,365,977
all_epochs,advanced_full,XGBoost,config_4,2,260,16667,4126,20,5,0.7365487154629181,0.17565485362095531,0.17117117117117117,0.8453757225433526,0.17338403041825096,0.5067801905952195,0.17695499623214767,2925,535,552,114
all_epochs,advanced_full,XGBoost,config_4,3,260,16668,4125,20,5,0.8048484848484848,0.26814516129032256,0.23130434782608697,0.8977464788732394,0.24836601307189543,0.5980120024494795,0.21937415498319252,3187,363,442,133
all_epochs,advanced_full,XGBoost,config_4,4,260,16494,4299,20,5,0.5689695277971621,0.2933649289099526,0.6309887869520897,0.5506329113924051,0.4005176318343578,0.6083995553859681,0.2872276091011725,1827,1491,362,619
all_epochs,advanced_full,XGBoost,config_4,5,260,16498,4295,20,5,0.7515715948777648,0.19505851755526657,0.2508361204013378,0.8325669461725723,0.2194586686174104,0.5449209473829907,0.20378270006619448,3078,619,448,150
all_epochs,advanced_late_fusion,XGBoost,config_4,1,260,16845,3948,20,5,0.6760385005065856,0.5154487493869544,0.7831594634873323,0.6208749040675364,0.621709553386572,0.7769011212231776,0.6353583798533003,1618,988,291,1051
all_epochs,advanced_late_fusion,XGBoost,config_4,2,260,16667,4126,20,5,0.7346097915656811,0.2485345838218054,0.3183183183183183,0.8147398843930636,0.27913100724160633,0.6146654602579458,0.23662406359596183,2819,641,454,212
all_epochs,advanced_late_fusion,XGBoost,config_4,3,260,16668,4125,20,5,0.8346666666666667,0.2981132075471698,0.1373913043478261,0.9476056338028169,0.1880952380952381,0.5906199632578076,0.20066557789075357,3364,186,496,79
all_epochs,advanced_late_fusion,XGBoost,config_4,4,260,16494,4299,20,5,0.6120027913468249,0.2992402104032729,0.5219164118246687,0.6386377335744424,0.3803863298662704,0.6058016724025317,0.30038464981126933,2119,1199,469,512
all_epochs,advanced_late_fusion,XGBoost,config_4,5,260,16498,4295,20,5,0.7343422584400465,0.18900343642611683,0.27591973244147155,0.8084933730051393,0.22433718558803534,0.5183550705036987,0.20110210176374632,2989,708,433,165
all_epochs,advanced_spo2,XGBoost,config_5,1,84,16845,3948,20,5,0.6552684903748733,0.49527598209845847,0.7421758569299552,0.6105141980046047,0.5940948404413957,0.738811501144327,0.578397453849312,1591,1015,346,996
all_epochs,advanced_spo2,XGBoost,config_5,2,84,16667,4126,20,5,0.679108095007271,0.21539792387543252,0.3738738738738739,0.7378612716763006,0.27332601536772777,0.6106328872224825,0.21041944641841365,2553,907,417,249
all_epochs,advanced_spo2,XGBoost,config_5,3,84,16668,4125,20,5,0.8164848484848485,0.12083333333333333,0.050434782608695654,0.9405633802816902,0.07116564417177915,0.5004129822412737,0.1366727600654854,3339,211,546,29
all_epochs,advanced_spo2,XGBoost,config_5,4,84,16494,4299,20,5,0.5722260990928123,0.28614157527417744,0.5851172273190621,0.568414707655214,0.3843321057917643,0.5970451846076048,0.28590636830066335,1886,1432,407,574
all_epochs,advanced_spo2,XGBoost,config_5,5,84,16498,4295,20,5,0.7811408614668219,0.21016949152542372,0.20735785953177258,0.8739518528536652,0.20875420875420875,0.6071615962685103,0.18506220017358427,3231,466,474,124
all_epochs,advanced_respiratory,XGBoost,config_5,1,152,16845,3948,20,5,0.6740121580547113,0.520537714712472,0.5193740685543964,0.7536454336147352,0.5199552405818725,0.693639892121014,0.5486461499718178,1964,642,645,697
all_epochs,advanced_respiratory,XGBoost,config_5,2,152,16667,4126,20,5,0.7416383906931653,0.23474801061007958,0.26576576576576577,0.8332369942196531,0.24929577464788732,0.5672928709055877,0.2028674677720062,2883,577,489,177
all_epochs,advanced_respiratory,XGBoost,config_5,3,152,16668,4125,20,5,0.752,0.18627450980392157,0.23130434782608697,0.836338028169014,0.20636152055857254,0.5836830373545621,0.16655422026393996,2969,581,442,133
all_epochs,advanced_respiratory,XGBoost,config_5,4,152,16494,4299,20,5,0.6154919748778785,0.2846153846153846,0.4525993883792049,0.6636528028933092,0.34946871310507677,0.5946537559009978,0.2987257503853064,2202,1116,537,444
all_epochs,advanced_respiratory,XGBoost,config_5,5,152,16498,4295,20,5,0.729918509895227,0.17626728110599077,0.25585284280936454,0.8065999459020827,0.208731241473397,0.5268709692302265,0.1838050472803262,2982,715,445,153
all_epochs,advanced_respiratory_spo2,XGBoost,config_5,1,236,16845,3948,20,5,0.67806484295846,0.5203438395415473,0.676602086438152,0.6788181120491175,0.5882734045999352,0.7371267498024164,0.572217785301717,1769,837,434,908
all_epochs,advanced_respiratory_spo2,XGBoost,config_5,2,236,16667,4126,20,5,0.7287930198739699,0.21722846441947566,0.26126126126126126,0.8187861271676301,0.23721881390593047,0.575488855907931,0.21234691006324857,2833,627,492,174
all_epochs,advanced_respiratory_spo2,XGBoost,config_5,3,236,16668,4125,20,5,0.8143030303030303,0.22792022792022792,0.1391304347826087,0.9236619718309859,0.17278617710583152,0.5819061849357012,0.1844690847808314,3279,271,495,80
all_epochs,advanced_respiratory_spo2,XGBoost,config_5,4,236,16494,4299,20,5,0.6064200976971389,0.3106020245071923,0.5942915392456677,0.6100060277275468,0.4079776067179846,0.6168177899684112,0.29789537885993905,2024,1294,398,583
all_epochs,advanced_respiratory_spo2,XGBoost,config_5,5,236,16498,4295,20,5,0.7953434225844005,0.17995444191343962,0.13210702341137123,0.902623748985664,0.1523625843780135,0.5418189112929854,0.17247707344283547,3337,360,519,79
all_epochs,advanced_full,XGBoost,config_5,1,260,16845,3948,20,5,0.7152988855116514,0.5872,0.5469448584202683,0.8019953952417498,0.566358024691358,0.7372654301148445,0.5833377628630045,2090,516,608,734
all_epochs,advanced_full,XGBoost,config_5,2,260,16667,4126,20,5,0.7639360155113912,0.18442622950819673,0.13513513513513514,0.8849710982658959,0.1559792027729636,0.494708292107136,0.1769737574734121,3062,398,576,90
all_epochs,advanced_full,XGBoost,config_5,3,260,16668,4125,20,5,0.7970909090909091,0.19534883720930232,0.14608695652173914,0.9025352112676056,0.16716417910447762,0.5730018371096143,0.1732186787992911,3204,346,491,84
all_epochs,advanced_full,XGBoost,config_5,4,260,16494,4299,20,5,0.604093975343103,0.2984907769703745,0.5443425076452599,0.6217600964436407,0.3855595667870036,0.609216770231751,0.29666717368503315,2063,1255,447,534
all_epochs,advanced_full,XGBoost,config_5,5,260,16498,4295,20,5,0.7655413271245635,0.19882179675994108,0.225752508361204,0.8528536651338924,0.211433046202036,0.5493419594482737,0.18522315521648444,3153,544,463,135
all_epochs,advanced_late_fusion,XGBoost,config_5,1,260,16845,3948,20,5,0.7155521783181358,0.5830174374526156,0.5730253353204173,0.7889485801995395,0.577978203682826,0.7545548619315966,0.6000070129571031,2056,550,573,769
all_epochs,advanced_late_fusion,XGBoost,config_5,2,260,16667,4126,20,5,0.7799321376635967,0.2673076923076923,0.2087087087087087,0.8898843930635838,0.23440134907251264,0.6444815480220105,0.24907365266040665,3079,381,527,139
all_epochs,advanced_late_fusion,XGBoost,config_5,3,260,16668,4125,20,5,0.8373333333333334,0.22093023255813954,0.06608695652173913,0.9622535211267605,0.10174029451137885,0.5604854868340478,0.1636797888604324,3416,134,537,38
all_epochs,advanced_late_fusion,XGBoost,config_5,4,260,16494,4299,20,5,0.6694580134915097,0.32456140350877194,0.4148827726809378,0.7447257383966245,0.3642058165548098,0.6043574141356047,0.30748268042475124,2471,847,574,407
all_epochs,advanced_late_fusion,XGBoost,config_5,5,260,16498,4295,20,5,0.7764842840512224,0.20616883116883117,0.21237458193979933,0.8677305923721936,0.20922570016474465,0.5397468163194781,0.2003430577412988,3208,489,471,127
all_epochs,advanced_spo2,XGBoost,config_6,1,84,16845,3948,20,5,0.6496960486322189,0.49102058694699957,0.8353204172876304,0.5541059094397545,0.6184827586206897,0.7657560850633583,0.6096968271648526,1444,1162,221,1121
all_epochs,advanced_spo2,XGBoost,config_6,2,84,16667,4126,20,5,0.6837130392632089,0.21998247151621383,0.3768768768768769,0.7427745664739884,0.27780852241283893,0.6183226579180336,0.21505692894031664,2570,890,415,251
all_epochs,advanced_spo2,XGBoost,config_6,3,84,16668,4125,20,5,0.815030303030303,0.09130434782608696,0.036521739130434785,0.9411267605633803,0.05217391304347826,0.5426944274341703,0.14689959763695234,3341,209,554,21
all_epochs,advanced_spo2,XGBoost,config_6,4,84,16494,4299,20,5,0.560130262851826,0.2833333333333333,0.6065239551478083,0.5464135021097046,0.38623823433950016,0.6009234220533721,0.2856338588918579,1813,1505,386,595
all_epochs,advanced_spo2,XGBoost,config_6,5,84,16498,4295,20,5,0.7690337601862631,0.19409937888198758,0.20903010033444816,0.8596159047876657,0.20128824476650564,0.6020743113597484,0.18050416257446925,3178,519,473,125
all_epochs,advanced_respiratory,XGBoost,config_6,1,152,16845,3948,20,5,0.6623606889564336,0.5026026604973973,0.6475409836065574,0.6699923254029163,0.565939433409313,0.7134584525221517,0.5702223708535754,1746,860,473,869
all_epochs,advanced_respiratory,XGBoost,config_6,2,152,16667,4126,20,5,0.741153659718856,0.2355263157894737,0.26876876876876876,0.8320809248554913,0.25105189340813466,0.566081905605027,0.2032540634745631,2879,581,487,179
all_epochs,advanced_respiratory,XGBoost,config_6,3,152,16668,4125,20,5,0.7224242424242424,0.19088937093275488,0.3060869565217391,0.7898591549295775,0.23513694054776219,0.6032391916717698,0.18332095286385566,2804,746,399,176
all_epochs,advanced_respiratory,XGBoost,config_6,4,152,16494,4299,20,5,0.5938590369853455,0.28619340413638905,0.5219164118246687,0.6151295961422544,0.36967509025270756,0.5930506630193078,0.2924838449722691,2041,1277,469,512
all_epochs,advanced_respiratory,XGBoost,config_6,5,152,16498,4295,20,5,0.6689173457508731,0.15551839464882944,0.3110367892976589,0.7268055179875574,0.20735785953177258,0.5156578641454745,0.18037625434334686,2687,1010,412,186
