regime,feature_variant,experiment,model,threshold,accuracy,precision,sensitivity,specificity,f1,tn,fp,fn,tp,youden_index
all_epochs,enhanced,flow_only,XGBoost,0.25,0.30390035107969027,0.21336446519902158,0.9221528111484864,0.14917924358126392,0.34654627539503385,2481,14150,324,3838,0.07133205472975024
all_epochs,enhanced,flow_only,XGBoost,0.3,0.35858221516856637,0.22137868205283937,0.875780874579529,0.22915038181708858,0.3534202743976342,3811,12820,517,3645,0.1049312563966176
all_epochs,enhanced,flow_only,XGBoost,0.35,0.41706343480979174,0.22815766104242094,0.802498798654493,0.32060609704768206,0.35530024998670284,5332,11299,822,3340,0.1231048957021752
all_epochs,enhanced,flow_only,XGBoost,0.4,0.4869908142163228,0.23772276429320216,0.7083133109082173,0.43160363177199207,0.3559741592706635,7178,9453,1214,2948,0.13991694268020938
all_epochs,enhanced,flow_only,XGBoost,0.45,0.5624008079642188,0.2519843263337687,0.6025949062950504,0.5523420119054777,0.35536663124335816,9186,7445,1654,2508,0.15493691820052824
all_epochs,enhanced,flow_only,XGBoost,0.5,0.6381474534699177,0.2727764260610976,0.4848630466122057,0.6765077265347844,0.34913494809688583,11251,5380,2144,2018,0.16137077314699022
all_epochs,enhanced,flow_only,XGBoost,0.55,0.7014860770451594,0.30279652844744454,0.3772224891878904,0.7826348385545067,0.33593666417032203,13016,3615,2592,1570,0.15985732774239714
all_epochs,enhanced,flow_only,XGBoost,0.6,0.7509257923339585,0.3497784342688331,0.284478616049976,0.867656785521015,0.31376705975884456,14430,2201,2978,1184,0.15213540157099104
all_epochs,enhanced,flow_only,XGBoost,0.65,0.7782426778242678,0.39405379896177445,0.20062469966362326,0.9227947808309783,0.2658812291036459,15347,1284,3327,835,0.12341948049460161
all_epochs,enhanced,flow_only,XGBoost,0.7,0.7910354446207858,0.4289044289044289,0.13262854396924556,0.955805423606518,0.20260598274912828,15896,735,3610,552,0.0884339675757635
all_epochs,enhanced,flow_only,XGBoost,0.75,0.7965661520704083,0.4544235924932976,0.08145122537241711,0.9755276291263304,0.13814180929095354,16224,407,3823,339,0.05697885449874751
all_epochs,enhanced,flow_only,XGBoost,0.8,0.7982494108594238,0.4507462686567164,0.036280634310427676,0.9889363237327882,0.06715588169891039,16447,184,4011,151,0.025216958043215776
all_epochs,enhanced,flow_only,XGBoost,0.85,0.7996922041071515,0.4782608695652174,0.007928880345987505,0.9978353676868499,0.015599149137319782,16595,36,4129,33,0.005764248032837482
all_epochs,enhanced,flow_only,XGBoost,0.9,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,flow_only,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,full_core_fusion,XGBoost,0.05,0.20074063386716684,0.20013480333156805,0.9987986544930322,0.001022187481209789,0.3334536557975374,17,16614,5,4157,-0.00017915802575807493
all_epochs,enhanced,full_core_fusion,XGBoost,0.1,0.204443803203001,0.20027116017819097,0.9937530033637674,0.006914797667007396,0.3333601998871605,115,16516,26,4136,0.000667801030774795
all_epochs,enhanced,full_core_fusion,XGBoost,0.15,0.22382532583080844,0.2009786787836421,0.9670831331090822,0.037820936804762194,0.33279589896233824,629,16002,137,4025,0.004904069913844511
all_epochs,enhanced,full_core_fusion,XGBoost,0.2,0.2674457750204396,0.2054911141853783,0.9279192695819317,0.10215861944561361,0.3364697682523088,1699,14932,300,3862,0.030077889027545268
all_epochs,enhanced,full_core_fusion,XGBoost,0.25,0.3308324917039388,0.21415171766912885,0.8777030273906775,0.19397510672839877,0.3442978322337418,3226,13405,509,3653,0.0716781341190762
all_epochs,enhanced,full_core_fusion,XGBoost,0.3,0.4014331746260761,0.22471088661438257,0.812349831811629,0.2985990018639889,0.3520408163265306,4966,11665,781,3381,0.11094883367561792
all_epochs,enhanced,full_core_fusion,XGBoost,0.35,0.46722454672245467,0.2364730986130163,0.7455550216242192,0.3975708015152426,0.35906040268456374,6612,10019,1059,3103,0.14312582313946187
all_epochs,enhanced,full_core_fusion,XGBoost,0.4,0.5341220603087578,0.25105884473281065,0.6693897164824604,0.5002705790391437,0.36516154400681566,8320,8311,1376,2786,0.169660295521604
all_epochs,enhanced,full_core_fusion,XGBoost,0.45,0.5985668253739239,0.27013072613424144,0.5908217203267659,0.6005050808730684,0.37075009423294386,9987,6644,1703,2459,0.19132680119983436
all_epochs,enhanced,full_core_fusion,XGBoost,0.5,0.6624825662482566,0.2951219512195122,0.4942335415665545,0.704587817930371,0.3695652173913043,11718,4913,2105,2057,0.19882135949692548
all_epochs,enhanced,full_core_fusion,XGBoost,0.55,0.7210599721059973,0.33189655172413796,0.3885151369533878,0.804281161686008,0.35798096081470004,13376,3255,2545,1617,0.19279629863939585
all_epochs,enhanced,full_core_fusion,XGBoost,0.6,0.7632376280479007,0.37585644371941274,0.276790004805382,0.8849738440262161,0.31880448318804483,14718,1913,3010,1152,0.16176384883159822
all_epochs,enhanced,full_core_fusion,XGBoost,0.65,0.7906506997547251,0.4439882697947214,0.18188370975492552,0.9429980157537129,0.25805351968638146,15683,948,3405,757,0.1248817255086383
all_epochs,enhanced,full_core_fusion,XGBoost,0.7,0.8002212282979849,0.504950495049505,0.0980297933685728,0.9759485298538874,0.1641851106639839,16231,400,3754,408,0.07397832322246023
all_epochs,enhanced,full_core_fusion,XGBoost,0.75,0.8018083008704853,0.568561872909699,0.04084574723690534,0.9922434008778787,0.07621609504595382,16502,129,3992,170,0.03308914811478392
all_epochs,enhanced,full_core_fusion,XGBoost,0.8,0.8002693214062425,0.5918367346938775,0.006967803940413263,0.9987974264926943,0.013773450486820233,16611,20,4133,29,0.005765230433107504
all_epochs,enhanced,full_core_fusion,XGBoost,0.85,0.7999326696484393,0.75,0.0007208073041806823,0.9999398713246347,0.0014402304368698992,16630,1,4159,3,0.0006606786288154698
all_epochs,enhanced,full_core_fusion,XGBoost,0.9,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,full_core_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,late_fusion,XGBoost,0.05,0.2001635165680758,0.2001635165680758,1.0,0.0,0.3335604087357243,0,16631,0,4162,0.0
all_epochs,enhanced,late_fusion,XGBoost,0.1,0.20025970278459096,0.20018277139146745,1.0,0.0001202573507305634,0.33358714383040117,2,16629,0,4162,0.00012025735073062371
all_epochs,enhanced,late_fusion,XGBoost,0.15,0.20045207521762132,0.20022129215374995,1.0,0.00036077205219169024,0.33364062687883284,6,16625,0,4162,0.0003607720521916491
all_epochs,enhanced,late_fusion,XGBoost,0.2,0.20617515510027412,0.2012295478749153,0.9987986544930322,0.007816727797486621,0.33497179693795326,130,16501,5,4157,0.006615382290518834
all_epochs,enhanced,late_fusion,XGBoost,0.25,0.24513057278891934,0.20708045509955303,0.9795771263815474,0.061331248872587334,0.3418867924528302,1020,15611,85,4077,0.0409083752541346
all_epochs,enhanced,late_fusion,XGBoost,0.3,0.31265329678257103,0.21596007178106774,0.9252763094666026,0.1593409897179965,0.3501864144766755,2650,13981,311,3851,0.08461729918459904
all_epochs,enhanced,late_fusion,XGBoost,0.35,0.4039821093637282,0.23274238586921228,0.8611244593945219,0.2895797005591967,0.36644343336230256,4816,11815,578,3584,0.15070415995371844
all_epochs,enhanced,late_fusion,XGBoost,0.4,0.5106045303707979,0.25445043279438184,0.7486785199423354,0.45102519391497803,0.3798147245246221,7501,9130,1046,3116,0.19970371385731345
all_epochs,enhanced,late_fusion,XGBoost,0.45,0.6158803443466552,0.28304027226318773,0.5994714079769342,0.6199867716914197,0.3845264699082993,10311,6320,1667,2495,0.2194581796683539
all_epochs,enhanced,late_fusion,XGBoost,0.5,0.7034098013754629,0.3230986412563967,0.4399327246516098,0.7693464012987794,0.37257096347542984,12795,3836,2331,1831,0.20927912595038922
all_epochs,enhanced,late_fusion,XGBoost,0.55,0.7736257394315394,0.4129671031619291,0.3106679481018741,0.8894834946786122,0.3545865898807075,14793,1838,2869,1293,0.20015144278048624
all_epochs,enhanced,late_fusion,XGBoost,0.6,0.8032030010099552,0.5248579545454546,0.17755886592984144,0.9597739161806266,0.26535008976660684,15962,669,3423,739,0.13733278211046795
all_epochs,enhanced,late_fusion,XGBoost,0.65,0.8048862597989708,0.6153846153846154,0.06727534839019703,0.9894774818110758,0.12129088152479965,16456,175,3882,280,0.05675283020127275
all_epochs,enhanced,late_fusion,XGBoost,0.7,0.8009426249218486,0.7346938775510204,0.008649687650168188,0.9992183272202514,0.017098076466397532,16618,13,4126,36,0.007868014870419549
all_epochs,enhanced,late_fusion,XGBoost,0.75,0.7997883903236667,0.0,0.0,0.9999398713246347,0.0,16630,1,4162,0,-6.012867536531186e-05
all_epochs,enhanced,late_fusion,XGBoost,0.8,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,late_fusion,XGBoost,0.85,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,late_fusion,XGBoost,0.9,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,late_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.05,0.20271245130572788,0.20041501785541935,0.997837578087458,0.0037279778726474655,0.3337887799389166,62,16569,9,4153,0.0015655559601055469
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.1,0.21194632809118452,0.20059762907808368,0.9839019702066314,0.01876014671396789,0.333251953125,312,16319,67,4095,0.0026621169205993667
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.15,0.2330592026162651,0.2031037436388371,0.9685247477174436,0.049004870422704586,0.3357907451372402,815,15816,131,4031,0.017529618140148084
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.2,0.2720146203049103,0.20822034348912638,0.940893801057184,0.10462389513559016,0.34098132265227044,1740,14891,246,3916,0.045517696192774126
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.25,0.32342615303227046,0.21550832854681218,0.9014896684286401,0.1787625518609825,0.3478583348785463,2973,13658,410,3752,0.08025222028962253
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.3,0.38936180445342183,0.22684503616462906,0.8515136953387794,0.2737057302627623,0.3582512004043467,4552,12079,618,3544,0.12521942560154176
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.35,0.45909681142692255,0.24,0.7856799615569438,0.377367566592508,0.3676842637881599,6276,10355,892,3270,0.16304752814945167
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.4,0.5342663396335305,0.25903299005061964,0.7131186929360884,0.48950754614875835,0.3800256081946223,8141,8490,1194,2968,0.20262623908484678
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.45,0.6072235848602895,0.28493180109547844,0.6374339259971168,0.5996632794179544,0.39382468640985674,9973,6658,1509,2653,0.23709720541507107
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.5,0.6719088154667436,0.317156997525433,0.5543008169149447,0.7013408694606458,0.40346274921301156,11664,4967,1855,2307,0.25564168637559037
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.55,0.719569085750012,0.34835544248591677,0.460595867371456,0.7843785701400998,0.3966890843248836,13045,3586,2245,1917,0.2449744375115559
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.6,0.7604482277689607,0.3936087295401403,0.3640076886112446,0.8596596716974325,0.37822993384096865,14297,2334,2647,1515,0.22366736030867718
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.65,0.7830519886500265,0.4310549190043461,0.2621335896203748,0.9134147074739943,0.3260122516061557,15191,1440,3071,1091,0.17554829709436914
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.7,0.7994998316741211,0.49772579597141,0.18404613166746756,0.9535205339426372,0.2687247851254166,15858,773,3396,766,0.1375666656101049
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.75,0.8045977011494253,0.5578947368421052,0.11460836136472849,0.9772713607119236,0.1901534781742077,16253,378,3685,477,0.09187972207665207
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.8,0.8046457942576829,0.631578947368421,0.05766458433445459,0.9915819854488606,0.10568031704095113,16491,140,3922,240,0.0492465697833151
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.85,0.8003655076227577,0.5591397849462365,0.012493993272465162,0.9975347243100234,0.02444183313748531,16590,41,4110,52,0.010028717582488689
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.9,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,respiratory_spo2_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
all_epochs,enhanced,spo2_only,XGBoost,0.05,0.20040398210936372,0.20021166057340772,1.0,0.0003006433768264085,0.33362725450901803,5,16626,0,4162,0.00030064337682644826
all_epochs,enhanced,spo2_only,XGBoost,0.1,0.20535757225989515,0.20033939393939393,0.9927919269581932,0.008297757200408875,0.33340057288094566,138,16493,30,4132,0.001089684158602111
all_epochs,enhanced,spo2_only,XGBoost,0.15,0.2175732217573222,0.20154809446334368,0.9822200864968765,0.026216102459262824,0.33446512579259563,436,16195,74,4088,0.00843618895613929
all_epochs,enhanced,spo2_only,XGBoost,0.2,0.2564805463377098,0.2067891622547493,0.9572320999519461,0.08111358306776502,0.34010585624039613,1349,15282,178,3984,0.038345683019711085
all_epochs,enhanced,spo2_only,XGBoost,0.25,0.311499062184389,0.21503143242029638,0.9204709274387314,0.15910047501653538,0.34862134862134864,2646,13985,331,3831,0.07957140245526673
all_epochs,enhanced,spo2_only,XGBoost,0.3,0.39032366661857354,0.2285969273921081,0.861604997597309,0.2723828994047261,0.3613280266008363,4530,12101,576,3586,0.13398789700203517
all_epochs,enhanced,spo2_only,XGBoost,0.35,0.4706872505170009,0.24409213281483697,0.7842383469485824,0.39221934940773256,0.3723052355423748,6523,10108,898,3264,0.17645769635631492
all_epochs,enhanced,spo2_only,XGBoost,0.4,0.5432597508776992,0.26151095216808223,0.7027871215761653,0.5033371414827731,0.38118198996546554,8371,8260,1237,2925,0.20612426305893838
all_epochs,enhanced,spo2_only,XGBoost,0.45,0.6180926273265042,0.28781583380123527,0.6158097068716963,0.6186639408333834,0.3922859110736971,10289,6342,1599,2563,0.23447364770507972
all_epochs,enhanced,spo2_only,XGBoost,0.5,0.6818159957678065,0.3198237885462555,0.5233061028351754,0.7214839757080151,0.3970105723660226,11999,4632,1984,2178,0.24479007854319068
all_epochs,enhanced,spo2_only,XGBoost,0.55,0.7278411003703169,0.3541220035080881,0.43656895723209993,0.8007335698394564,0.3910470246422038,13317,3314,2345,1817,0.2373025270715563
all_epochs,enhanced,spo2_only,XGBoost,0.6,0.7590054345212331,0.3887287024901704,0.35631907736665064,0.859779929048163,0.371818979566253,14299,2332,2679,1483,0.2160990064148136
all_epochs,enhanced,spo2_only,XGBoost,0.65,0.783917664598663,0.438997419830446,0.2861604997597309,0.9084841560940412,0.34647272727272727,15109,1522,2971,1191,0.194644655853772
all_epochs,enhanced,spo2_only,XGBoost,0.7,0.8004616938392728,0.5037463976945245,0.20999519461797214,0.9482292105104925,0.29642190944548075,15770,861,3288,874,0.1582244051284647
all_epochs,enhanced,spo2_only,XGBoost,0.75,0.8070985427788198,0.5736585365853658,0.14127823161941375,0.9737237688653719,0.22672064777327935,16194,437,3574,588,0.1150020004847856
all_epochs,enhanced,spo2_only,XGBoost,0.8,0.8080604049439716,0.6546112115732369,0.086977414704469,0.9885154230052312,0.1535524920466596,16440,191,3800,362,0.07549283770970017
all_epochs,enhanced,spo2_only,XGBoost,0.85,0.8036839320925312,0.6834862385321101,0.03580009610764056,0.9958511213997956,0.06803652968036529,16562,69,4013,149,0.03165121750743616
all_epochs,enhanced,spo2_only,XGBoost,0.9,0.7999326696484393,0.5714285714285714,0.0019221528111484864,0.9996392279478084,0.0038314176245210726,16625,6,4154,8,0.001561380758956732
all_epochs,enhanced,spo2_only,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0,0.0
sleep_only,base,effort_only,XGBoost,0.05,0.2170286923507811,0.2170286923507811,1.0,0.0,0.3566533701544441,0,12580,0,3487,0.0
sleep_only,base,effort_only,XGBoost,0.1,0.2178378041949337,0.2169576059850374,0.9979925437338687,0.001589825119236884,0.3564295590720541,20,12560,7,3480,-0.00041763114689441494
sleep_only,base,effort_only,XGBoost,0.15,0.22213232090620527,0.2169378651755984,0.9902494981359334,0.009220985691573928,0.3559059987631416,116,12464,34,3453,-0.0005295161724926389
sleep_only,base,effort_only,XGBoost,0.2,0.23750544594510486,0.218018018018018,0.9716088328075709,0.034022257551669315,0.35612550586009356,428,12152,99,3388,0.005631090359240254
sleep_only,base,effort_only,XGBoost,0.25,0.2660110786083276,0.22037436035550767,0.9386291941496989,0.07957074721780605,0.3569442172419434,1001,11579,214,3273,0.018199941367504913
sleep_only,base,effort_only,XGBoost,0.3,0.3117570174892637,0.22519056261343012,0.889589905362776,0.15158982511923688,0.359402155022593,1907,10673,385,3102,0.041179730482012955
sleep_only,base,effort_only,XGBoost,0.35,0.3716312939565569,0.23079429735234216,0.8124462288500144,0.24944356120826708,0.3594721482045426,3138,9442,654,2833,0.061889790058281546
sleep_only,base,effort_only,XGBoost,0.4,0.4428953756146138,0.23926321817140675,0.7189561227416117,0.3663751987281399,0.3590404582885786,4609,7971,980,2507,0.08533132146975153
sleep_only,base,effort_only,XGBoost,0.45,0.5154664840978402,0.2459210215180894,0.5965012905075997,0.4930047694753577,0.3482628714943491,6202,6378,1407,2080,0.08950605998295735
sleep_only,base,effort_only,XGBoost,0.5,0.5902782099956433,0.25827607745159276,0.4743332377401778,0.6224165341812401,0.3344454554645637,7830,4750,1833,1654,0.09674977192141787
sleep_only,base,effort_only,XGBoost,0.55,0.655442833136242,0.2737911238684036,0.35560653857183827,0.7385532591414944,0.3093812375249501,9291,3289,2247,1240,0.0941597977133326
sleep_only,base,effort_only,XGBoost,0.6,0.7006908570361611,0.27683997299122215,0.23515916260395756,0.8297297297297297,0.25430299271204837,10438,2142,2667,820,0.06488889233368722
sleep_only,base,effort_only,XGBoost,0.65,0.7341134001369266,0.27660785429709733,0.1393748207628334,0.898966613672496,0.1853546910755149,11309,1271,3001,486,0.03834143443532945
sleep_only,base,effort_only,XGBoost,0.7,0.7581377979709965,0.2688296639629201,0.06653283624892457,0.9498410174880764,0.10666666666666667,11949,631,3255,232,0.016373853737000843
sleep_only,base,effort_only,XGBoost,0.75,0.7736354017551503,0.2832369942196532,0.02810438772583883,0.9802861685214627,0.05113488129402557,12332,248,3389,98,0.00839055624730145
sleep_only,base,effort_only,XGBoost,0.8,0.7807306902346425,0.3125,0.008603383997705764,0.9947535771065182,0.01674574379012001,12514,66,3457,30,0.003356961104223899
sleep_only,base,effort_only,XGBoost,0.85,0.7829090682765918,0.4,0.0005735589331803843,0.9997615262321145,0.001145475372279496,12577,3,3485,2,0.0003350851652947906
sleep_only,base,effort_only,XGBoost,0.9,0.7829713076492189,0.0,0.0,1.0,0.0,12580,0,3487,0,0.0
sleep_only,base,effort_only,XGBoost,0.95,0.7829713076492189,0.0,0.0,1.0,0.0,12580,0,3487,0,0.0
sleep_only,base,flow_only,XGBoost,0.05,0.21715317109603535,0.21705571117335823,1.0,0.0001589825119236884,0.356689852700491,2,12578,0,3487,0.00015898251192369983
sleep_only,base,flow_only,XGBoost,0.1,0.24167548391112217,0.22015573717742454,0.9810725552050473,0.03672496025437202,0.35961316093766427,462,12118,66,3421,0.017797515459419433
sleep_only,base,flow_only,XGBoost,0.15,0.24428953756146138,0.22035541195476574,0.9779179810725552,0.040937996820349765,0.35966670182470206,515,12065,77,3410,0.01885597789290494
sleep_only,base,flow_only,XGBoost,0.2,0.25431007655442833,0.22110585763068033,0.9655864640091769,0.057154213036565975,0.3598183275447502,719,11861,120,3367,0.022740677045742785
sleep_only,base,flow_only,XGBoost,0.25,0.28169540051036285,0.2244045989597591,0.94034987094924,0.09912559618441971,0.36234046079893917,1247,11333,208,3279,0.03947546713365968
sleep_only,base,flow_only,XGBoost,0.3,0.33217153171096037,0.2307234738642278,0.8898766848293662,0.17758346581875994,0.3664383561643836,2234,10346,384,3103,0.06746015064812605
sleep_only,base,flow_only,XGBoost,0.35,0.40953507188647537,0.24115616911130286,0.801548609119587,0.3008744038155803,0.37076341447237515,3785,8795,692,2795,0.10242301293516731
sleep_only,base,flow_only,XGBoost,0.4,0.4964834754465675,0.2557053391359728,0.6908517350157729,0.44260731319554847,0.37325689494886893,5568,7012,1078,2409,0.13345904821132137
sleep_only,base,flow_only,XGBoost,0.45,0.5782037717059813,0.27133722546566585,0.559793518784055,0.5833068362480127,0.36550884748619045,7338,5242,1535,1952,0.14310035503206775
sleep_only,base,flow_only,XGBoost,0.5,0.6517084707786146,0.293841642228739,0.4310295382850588,0.7128775834658188,0.3494536154382702,8968,3612,1984,1503,0.1439071217508776
sleep_only,base,flow_only,XGBoost,0.55,0.7041140225306529,0.3138407287687335,0.3062804703183252,0.8143879173290938,0.3100145137880987,10245,2335,2419,1068,0.12066838764741905
sleep_only,base,flow_only,XGBoost,0.6,0.7397149436733678,0.3408153916628493,0.21336392314310296,0.8856120826709062,0.2624338624338624,11141,1439,2743,744,0.09897600581400923
sleep_only,base,flow_only,XGBoost,0.65,0.7599427397771831,0.3684210526315789,0.14855176369371953,0.9294117647058824,0.2117310443490701,11692,888,2969,518,0.07796352839960186
sleep_only,base,flow_only,XGBoost,0.7,0.7693408850438788,0.37846836847946724,0.09779179810725552,0.9554848966613673,0.1554238833181404,12020,560,3146,341,0.053276694768622734
sleep_only,base,flow_only,XGBoost,0.75,0.7747557104624385,0.37593984962406013,0.05735589331803843,0.9736089030206677,0.09952724558347847,12248,332,3287,200,0.03096479633870608
sleep_only,base,flow_only,XGBoost,0.8,0.776498412895998,0.30597014925373134,0.023515916260395755,0.985214626391097,0.04367509986684421,12394,186,3405,82,0.008730542651492756
sleep_only,base,flow_only,XGBoost,0.85,0.7801082965083712,0.21951219512195122,0.005162030398623459,0.9949125596184419,0.010086859064163631,12516,64,3469,18,7.459001706533464e-05
sleep_only,base,flow_only,XGBoost,0.9,0.7823489139229477,0.08333333333333333,0.00028677946659019213,0.9991255961844198,0.0005715918833952558,12569,11,3486,1,-0.0005876243489900679
sleep_only,base,flow_only,XGBoost,0.95,0.7829713076492189,0.0,0.0,1.0,0.0,12580,0,3487,0,0.0
sleep_only,base,full_core_fusion,XGBoost,0.05,0.21709093172340824,0.21704220092120005,1.0,7.94912559618442e-05,0.35667161049455326,1,12579,0,3487,7.949125596184992e-05
sleep_only,base,full_core_fusion,XGBoost,0.1,0.2256177257733242,0.217846115067112,0.9913966160022942,0.013354531001589825,0.35720190121926015,168,12412,30,3457,0.004751147003884126
sleep_only,base,full_core_fusion,XGBoost,0.15,0.2524428953756146,0.22081750294772698,0.9667335818755377,0.05445151033386327,0.35951581080360473,685,11895,116,3371,0.021185092209401013
sleep_only,base,full_core_fusion,XGBoost,0.2,0.29184041824858403,0.22468773986462912,0.9234298824204187,0.11677265500794913,0.3614322595128522,1469,11111,267,3220,0.04020253742836788
sleep_only,base,full_core_fusion,XGBoost,0.25,0.3441837306279953,0.23108025633201099,0.868655004301692,0.19880763116057235,0.3650497137692076,2501,10079,458,3029,0.06746263546226428
sleep_only,base,full_core_fusion,XGBoost,0.3,0.40654758200037344,0.2397590361445783,0.7989675939202753,0.29777424483306836,0.3688356391076984,3746,8834,701,2786,0.09674183875334363
sleep_only,base,full_core_fusion,XGBoost,0.35,0.4653015497603784,0.24596854469440574,0.7086320619443648,0.3978537360890302,0.3651814084090741,5005,7575,1016,2471,0.10648579803339508
sleep_only,base,full_core_fusion,XGBoost,0.4,0.5342005352586046,0.2560722568045893,0.6016633209062231,0.5155007949125596,0.35924657534246573,6485,6095,1389,2098,0.11716411581878283
sleep_only,base,full_core_fusion,XGBoost,0.45,0.6011078608327628,0.26904837179892505,0.48809865213650705,0.6324324324324324,0.346886782839091,7956,4624,1785,1702,0.12053108456893957
sleep_only,base,full_core_fusion,XGBoost,0.5,0.6585548017675982,0.28191141173903556,0.37051907083452823,0.7383942766295708,0.3201982651796778,9289,3291,2195,1292,0.10891334746409909
sleep_only,base,full_core_fusion,XGBoost,0.55,0.7081595817514159,0.29993342210386154,0.25838829939776314,0.8328298887122416,0.2776151594515483,10477,2103,2586,901,0.0912181881100047
sleep_only,base,full_core_fusion,XGBoost,0.6,0.7506068338831144,0.342041312272175,0.1614568396902782,0.9139109697933228,0.2193648938242743,11497,1083,2924,563,0.075367809483601
sleep_only,base,full_core_fusion,XGBoost,0.65,0.7705856724964212,0.3735705209656925,0.08431316317751648,0.9608108108108108,0.1375760411792232,12087,493,3193,294,0.04512397398832735
sleep_only,base,full_core_fusion,XGBoost,0.7,0.7769340885043878,0.35347432024169184,0.03355319759105248,0.9829888712241653,0.061288632792037716,12366,214,3370,117,0.016542068815217803
sleep_only,base,full_core_fusion,XGBoost,0.75,0.7796103815273542,0.29850746268656714,0.011471178663607686,0.9925278219395867,0.022093344380005524,12486,94,3447,40,0.003999000603194247
sleep_only,base,full_core_fusion,XGBoost,0.8,0.7818509989419307,0.21875,0.002007456266131345,0.9980127186009539,0.003978402955385053,12555,25,3480,7,2.017486708516536e-05
sleep_only,base,full_core_fusion,XGBoost,0.85,0.7826601107860833,0.0,0.0,0.9996025437201908,0.0,12575,5,3487,0,-0.0003974562798092496
sleep_only,base,full_core_fusion,XGBoost,0.9,0.7829713076492189,0.0,0.0,1.0,0.0,12580,0,3487,0,0.0
sleep_only,base,full_core_fusion,XGBoost,0.95,0.7829713076492189,0.0,0.0,1.0,0.0,12580,0,3487,0,0.0
sleep_only,base,late_fusion,XGBoost,0.05,0.2170286923507811,0.2170286923507811,1.0,0.0,0.3566533701544441,0,12580,0,3487,0.0
sleep_only,base,late_fusion,XGBoost,0.1,0.2170286923507811,0.2170286923507811,1.0,0.0,0.3566533701544441,0,12580,0,3487,0.0
sleep_only,base,late_fusion,XGBoost,0.15,0.21709093172340824,0.21704220092120005,1.0,7.94912559618442e-05,0.35667161049455326,1,12579,0,3487,7.949125596184992e-05
